gender;category;sub_category;material;name;price;style_id;color;style_option_id
Women;Jeans;Distressed Jeans;Polyester;Padilla;60.0;VJKWVFEZ99;Maroon;VJKWVFEZ99_MAROON
Women;Jeans;Distressed Jeans;Polyester;Padilla;60.0;VJKWVFEZ99;Teal;VJKWVFEZ99_TEAL
Women;Jeans;Distressed Jeans;Polyester;Padilla;60.0;VJKWVFEZ99;Pink;VJKWVFEZ99_PINK
Women;Jackets;Parkas;Denim;Donald;123.0;OXDICRRC3S;Purple;OXDICRRC3S_PURPLE
Women;Jackets;Parkas;Denim;Donald;123.0;OXDICRRC3S;Grey;OXDICRRC3S_GREY
Women;Jackets;Parkas;Denim;Donald;123.0;OXDICRRC3S;Blue;OXDICRRC3S_BLUE
Women;Jackets;Parkas;Denim;Donald;123.0;OXDICRRC3S;Navy;OXDICRRC3S_NAVY
Women;Jackets;Parkas;Denim;Donald;123.0;OXDICRRC3S;Olive;OXDICRRC3S_OLIVE
Women;Jackets;Parkas;Denim;Donald;123.0;OXDICRRC3S;Crimson;OXDICRRC3S_CRIMSON
Women;Jackets;Leather Jackets;Corduroy;Smith;159.0;O2BWC48C1A;Lime;O2BWC48C1A_LIME
Women;Jackets;Leather Jackets;Corduroy;Smith;159.0;O2BWC48C1A;Teal;O2BWC48C1A_TEAL
Women;Jackets;Leather Jackets;Corduroy;Smith;159.0;O2BWC48C1A;Maroon;O2BWC48C1A_MAROON
Women;Jackets;Leather Jackets;Corduroy;Smith;159.0;O2BWC48C1A;Beige;O2BWC48C1A_BEIGE
Women;Jackets;Leather Jackets;Corduroy;Smith;159.0;O2BWC48C1A;Black;O2BWC48C1A_BLACK
Women;Jackets;Leather Jackets;Corduroy;Smith;159.0;O2BWC48C1A;Yellow;O2BWC48C1A_YELLOW
Men;Tailoring;Tuxedos;Corduroy;Kelly;263.0;WACZVAXXYB;Red;WACZVAXXYB_RED
Men;Tailoring;Tuxedos;Corduroy;Kelly;263.0;WACZVAXXYB;Green;WACZVAXXYB_GREEN
Men;Tailoring;Tuxedos;Corduroy;Kelly;263.0;WACZVAXXYB;Blue;WACZVAXXYB_BLUE
Men;Tailoring;Tuxedos;Corduroy;Kelly;263.0;WACZVAXXYB;Lime;WACZVAXXYB_LIME
Women;Jackets;Puffer Jackets;Nylon;Fuentes;91.0;LCVJD86FGN;Black;LCVJD86FGN_BLACK
Women;Jackets;Puffer Jackets;Nylon;Fuentes;91.0;LCVJD86FGN;Green;LCVJD86FGN_GREEN
Women;Jackets;Puffer Jackets;Nylon;Fuentes;91.0;LCVJD86FGN;Crimson;LCVJD86FGN_CRIMSON
Women;Jackets;Puffer Jackets;Nylon;Fuentes;91.0;LCVJD86FGN;Teal;LCVJD86FGN_TEAL
Women;Jackets;Puffer Jackets;Nylon;Fuentes;91.0;LCVJD86FGN;Orange;LCVJD86FGN_ORANGE
Women;Accessories;Ties;Leather;Williams;67.0;F9YICRB5XX;Lime;F9YICRB5XX_LIME
Women;Accessories;Ties;Leather;Williams;67.0;F9YICRB5XX;Navy;F9YICRB5XX_NAVY
Women;Accessories;Ties;Leather;Williams;67.0;F9YICRB5XX;Black;F9YICRB5XX_BLACK
Women;Sweatshirts;Hoodies;Wool;Byrd;76.0;8XKE6UKPAN;Olive;8XKE6UKPAN_OLIVE
Women;Sweatshirts;Hoodies;Wool;Byrd;76.0;8XKE6UKPAN;Lime;8XKE6UKPAN_LIME
Women;Sweatshirts;Hoodies;Wool;Byrd;76.0;8XKE6UKPAN;Blue;8XKE6UKPAN_BLUE
Women;Sweatshirts;Hoodies;Wool;Byrd;76.0;8XKE6UKPAN;Turquoise;8XKE6UKPAN_TURQUOISE
Women;Knitwear;Pullovers;Bamboo;Johnson;59.0;RIICGSGFSG;Black;RIICGSGFSG_BLACK
Women;Knitwear;Pullovers;Bamboo;Johnson;59.0;RIICGSGFSG;Magenta;RIICGSGFSG_MAGENTA
Women;Knitwear;Pullovers;Bamboo;Johnson;59.0;RIICGSGFSG;Crimson;RIICGSGFSG_CRIMSON
Women;Trousers;Cargo Pants;Cotton;Robinson;40.0;V5PPU5ATEN;Olive;V5PPU5ATEN_OLIVE
Women;Trousers;Cargo Pants;Cotton;Robinson;40.0;V5PPU5ATEN;Beige;V5PPU5ATEN_BEIGE
Women;Trousers;Cargo Pants;Cotton;Robinson;40.0;V5PPU5ATEN;Silver;V5PPU5ATEN_SILVER
Women;Trousers;Cargo Pants;Cotton;Robinson;40.0;V5PPU5ATEN;Blue;V5PPU5ATEN_BLUE
Women;Trousers;Cargo Pants;Cotton;Robinson;40.0;V5PPU5ATEN;Purple;V5PPU5ATEN_PURPLE
Women;Trousers;Cargo Pants;Cotton;Robinson;40.0;V5PPU5ATEN;Navy;V5PPU5ATEN_NAVY
Men;Accessories;Watches;Suede;Jordan;63.0;TRWQAFEA5N;Magenta;TRWQAFEA5N_MAGENTA
Men;Accessories;Watches;Suede;Jordan;63.0;TRWQAFEA5N;Maroon;TRWQAFEA5N_MAROON
Women;Jackets;Puffer Jackets;Denim;Ayers;153.0;YBLKVZUWNP;Lime;YBLKVZUWNP_LIME
Women;Jackets;Puffer Jackets;Denim;Ayers;153.0;YBLKVZUWNP;Beige;YBLKVZUWNP_BEIGE
Women;Jackets;Puffer Jackets;Denim;Ayers;153.0;YBLKVZUWNP;Silver;YBLKVZUWNP_SILVER
Women;T-Shirts;Henley Shirts;Rayon;Lawson;50.0;UUVG14GLLL;White;UUVG14GLLL_WHITE
Women;T-Shirts;Henley Shirts;Rayon;Lawson;50.0;UUVG14GLLL;Black;UUVG14GLLL_BLACK
Women;T-Shirts;Henley Shirts;Rayon;Lawson;50.0;UUVG14GLLL;Blue;UUVG14GLLL_BLUE
Women;T-Shirts;Henley Shirts;Rayon;Lawson;50.0;UUVG14GLLL;Maroon;UUVG14GLLL_MAROON
Women;T-Shirts;Henley Shirts;Rayon;Lawson;50.0;UUVG14GLLL;Red;UUVG14GLLL_RED
Women;T-Shirts;Henley Shirts;Rayon;Lawson;50.0;UUVG14GLLL;Beige;UUVG14GLLL_BEIGE
Women;T-Shirts;Henley Shirts;Rayon;Lawson;50.0;UUVG14GLLL;Lime;UUVG14GLLL_LIME
Women;Tailoring;Suits;Polyester;Davila;195.0;CLMU5DIT7P;Silver;CLMU5DIT7P_SILVER
Women;Tailoring;Suits;Polyester;Davila;195.0;CLMU5DIT7P;Pink;CLMU5DIT7P_PINK
Women;Tailoring;Suits;Polyester;Davila;195.0;CLMU5DIT7P;White;CLMU5DIT7P_WHITE
Women;Tailoring;Suits;Polyester;Davila;195.0;CLMU5DIT7P;Magenta;CLMU5DIT7P_MAGENTA
Women;Tailoring;Suits;Polyester;Davila;195.0;CLMU5DIT7P;Black;CLMU5DIT7P_BLACK
Women;Tailoring;Suits;Polyester;Davila;195.0;CLMU5DIT7P;Lime;CLMU5DIT7P_LIME
Women;Tailoring;Suits;Polyester;Davila;195.0;CLMU5DIT7P;Purple;CLMU5DIT7P_PURPLE
Women;Jackets;Blazers;Suede;Hall;184.0;WTDIPZL8F3;Red;WTDIPZL8F3_RED
Women;Jackets;Blazers;Suede;Hall;184.0;WTDIPZL8F3;Lime;WTDIPZL8F3_LIME
Women;Jackets;Blazers;Suede;Hall;184.0;WTDIPZL8F3;White;WTDIPZL8F3_WHITE
Women;Sweatshirts;Oversized Sweatshirts;Bamboo;Gonzales;80.0;5GBZS91JNF;Teal;5GBZS91JNF_TEAL
Women;Sweatshirts;Oversized Sweatshirts;Bamboo;Gonzales;80.0;5GBZS91JNF;Grey;5GBZS91JNF_GREY
Women;Sweatshirts;Oversized Sweatshirts;Bamboo;Gonzales;80.0;5GBZS91JNF;Magenta;5GBZS91JNF_MAGENTA
Women;Sweatshirts;Oversized Sweatshirts;Bamboo;Gonzales;80.0;5GBZS91JNF;Turquoise;5GBZS91JNF_TURQUOISE
Women;Sweatshirts;Oversized Sweatshirts;Bamboo;Gonzales;80.0;5GBZS91JNF;Purple;5GBZS91JNF_PURPLE
Women;Sweatshirts;Oversized Sweatshirts;Bamboo;Gonzales;80.0;5GBZS91JNF;Maroon;5GBZS91JNF_MAROON
Women;Sweatshirts;Oversized Sweatshirts;Bamboo;Gonzales;80.0;5GBZS91JNF;Red;5GBZS91JNF_RED
Men;Knitwear;Fine Knit Sweaters;Cotton;Barnes;47.0;EZDW4CKPDO;Black;EZDW4CKPDO_BLACK
Men;Knitwear;Fine Knit Sweaters;Cotton;Barnes;47.0;EZDW4CKPDO;Beige;EZDW4CKPDO_BEIGE
Men;Knitwear;Fine Knit Sweaters;Cotton;Barnes;47.0;EZDW4CKPDO;Yellow;EZDW4CKPDO_YELLOW
Women;Jeans;Slim Fit Jeans;Polyester;Galvan;114.0;BFUGPHAB0W;Lime;BFUGPHAB0W_LIME
Women;Jeans;Slim Fit Jeans;Polyester;Galvan;114.0;BFUGPHAB0W;Crimson;BFUGPHAB0W_CRIMSON
Women;Jeans;Slim Fit Jeans;Polyester;Galvan;114.0;BFUGPHAB0W;Pink;BFUGPHAB0W_PINK
Women;Jeans;Slim Fit Jeans;Polyester;Galvan;114.0;BFUGPHAB0W;Red;BFUGPHAB0W_RED
Women;Jeans;Slim Fit Jeans;Polyester;Galvan;114.0;BFUGPHAB0W;Black;BFUGPHAB0W_BLACK
Women;Jeans;Slim Fit Jeans;Polyester;Galvan;114.0;BFUGPHAB0W;Orange;BFUGPHAB0W_ORANGE
Women;Jeans;Slim Fit Jeans;Polyester;Galvan;114.0;BFUGPHAB0W;Olive;BFUGPHAB0W_OLIVE
Women;Accessories;Hats;Suede;Gordon;34.0;UN2G0NYQWQ;Teal;UN2G0NYQWQ_TEAL
Women;Accessories;Hats;Suede;Gordon;34.0;UN2G0NYQWQ;Red;UN2G0NYQWQ_RED
Women;Accessories;Hats;Suede;Gordon;34.0;UN2G0NYQWQ;Black;UN2G0NYQWQ_BLACK
Men;Jeans;High-Waisted Jeans;Denim;Johnson;86.0;YL6ZDJVEUO;Beige;YL6ZDJVEUO_BEIGE
Men;Jeans;High-Waisted Jeans;Denim;Johnson;86.0;YL6ZDJVEUO;Teal;YL6ZDJVEUO_TEAL
Men;Jeans;High-Waisted Jeans;Denim;Johnson;86.0;YL6ZDJVEUO;Maroon;YL6ZDJVEUO_MAROON
Men;Jeans;High-Waisted Jeans;Denim;Carter;118.0;A4YTKDDVEH;Beige;A4YTKDDVEH_BEIGE
Men;Jeans;High-Waisted Jeans;Denim;Carter;118.0;A4YTKDDVEH;Silver;A4YTKDDVEH_SILVER
Men;Jeans;High-Waisted Jeans;Denim;Carter;118.0;A4YTKDDVEH;Olive;A4YTKDDVEH_OLIVE
Men;Jeans;High-Waisted Jeans;Denim;Carter;118.0;A4YTKDDVEH;Yellow;A4YTKDDVEH_YELLOW
Women;Sweatshirts;Hoodies;Wool;King;75.0;HHNYPUMBNX;Silver;HHNYPUMBNX_SILVER
Women;Sweatshirts;Hoodies;Wool;King;75.0;HHNYPUMBNX;Navy;HHNYPUMBNX_NAVY
Women;Sweatshirts;Hoodies;Wool;King;75.0;HHNYPUMBNX;Crimson;HHNYPUMBNX_CRIMSON
Women;Shirts;Flannel Shirts;Cotton;Jennifer;27.0;090DEXRNFZ;Yellow;090DEXRNFZ_YELLOW
Women;Shirts;Flannel Shirts;Cotton;Jennifer;27.0;090DEXRNFZ;White;090DEXRNFZ_WHITE
Women;Shirts;Flannel Shirts;Cotton;Jennifer;27.0;090DEXRNFZ;Navy;090DEXRNFZ_NAVY
Women;Shirts;Flannel Shirts;Cotton;Jennifer;27.0;090DEXRNFZ;Olive;090DEXRNFZ_OLIVE
Women;Shirts;Flannel Shirts;Cotton;Jennifer;27.0;090DEXRNFZ;Blue;090DEXRNFZ_BLUE
Women;Knitwear;Cardigans;Cashmere;Hart;86.0;BMGEIEU89V;Grey;BMGEIEU89V_GREY
Women;Knitwear;Cardigans;Cashmere;Hart;86.0;BMGEIEU89V;Teal;BMGEIEU89V_TEAL
Women;Knitwear;Cardigans;Cashmere;Hart;86.0;BMGEIEU89V;Silver;BMGEIEU89V_SILVER
Women;Knitwear;Cardigans;Cashmere;Hart;86.0;BMGEIEU89V;Turquoise;BMGEIEU89V_TURQUOISE
